,sample,Artist,Song,Genre,Year,Decade,Era,Lyrics,compress_len,original_len,compress_score
20,21,Prince,When Doves Cry,R&B,1984,1980's,Early 80's,Dig if you will the picture Of you and I engaged in a kiss The sweat of your body covers me Can you my darling Can you picture this? Dream if you can a courtyard An ocean of violets in bloom Animals strike curious poses They feel the heat The heat between me and you How can you just leave me standing? Alone in a world that's so cold? So cold Maybe I'm just too demanding Maybe I'm just like my father too bold Maybe you're just like my mother She's never satisfied She's never satisfied Why do we scream at each other This is what it sounds like When doves cry Touch if you will my stomach Feel how it trembles inside You've got the butterflies all tied up Don't make me chase you Even doves have pride How can you just leave me standing? Alone in a world so cold? World so cold Maybe I'm just too demanding Maybe I'm just like my father too bold Maybe you're just like my mother She's never satisfied She's never satisfied Why do we scream at each other This is what it sounds like When doves cry How can you just leave me standing? Alone in a world that's so cold? A world that's so cold Maybe you're just too demanding Maybe maybe I'm like my father Maybe I'm just like my father too bold Ya know he's too bold Maybe you're just like my mother Maybe you're just like my mother She's never satisfied She's never never satisfied Why do we scream at each other Why do we scream why This is what it sounds like When doves cry When doves cry Doves cry doves cry When doves cry Doves cry doves cry Don't Cry Don't Cry When doves cry When doves cry When doves cry When Doves cry Doves cry doves cry doves cry Don't cry Darling don't cry Don't cry Don't cry Don't don't cry,704,1670,0.578443113772455
21,22,Tina Turner,What's Love Got To Do With It,R&B,1984,1980's,Early 80's,You must understand Though the touch of your hand Makes my pulse react That it's only the thrill Of boy meeting girl Opposites attract It's physical Only logical You must try to ignore That it means more than that Oh what's love got to do got to do with it What's love but a second hand emotion What's love got to do got to do with it Who needs a heart When a heart can be broken It may seem to you That I'm acting confused When you're close to me If I tend to look dazed I've read it someplace I've got cause to be There's a name for it There's a phrase that fits But whatever the reason You do it for me I've been taking on a new direction But I have to say I've been thinking about my own protection It scares me to feel this way What's love got to do got to do with it What's love but a sweet old fashioned notion What's love got to do got to do with it Who needs a heart when a heart can be broken,471,902,0.4778270509977827
22,23,Paul McCartney and Michael Jackson,Say Say Say,Pop,1984,1980's,Early 80's,Say say say what you want But don't play games with my affection Take take take what you need But don't leave me with no direction All alone I sit home by the phone Waiting for you baby Through the years How can you stand to hear My pleading for you dear? You know I'm crying ooh ooh ooh ooh Go go go where you want But don't leave me here forever You you you stay away So long girl I see you never What can I do Girl to get through to you? Cause I love you baby Standing here baptisted in all my tears Baby through the years You know I'm crying ooh ooh ooh ooh You never ever worry And you never shed a tear You saying that my love ain't real Just look at my face These tears ain't drying You you you can never say That I'm not the one who really loves you I pray pray pray every day That you'll see things girl like I do What can I do girl to get through to you? Cause I love you baby Standing here baptised in all my tears Baby through the years You know I'm crying ooh ooh ooh ooh ooh,473,988,0.521255060728745
23,24,Kenny Loggins,Footloose,Pop,1984,1980's,Early 80's,Been working so hard I'm punching my card Eight hours for what Oh tell me what I got I've got this feeling That times are holding me down I'll hit the ceiling Or else I'll tear up this town Now I gotta cut loose footloose Kick off your Sunday shoes Please Louise pull me off of my knees Jack get back come on before we crack Lose your blues everybody cut footloose You're playing so cool Obeying every rule Deep way down in your heart You're burning yearning for some Somebody to tell you That life ain't passing you by I'm trying to tell you It will if you don't even try You can fly if you'd only cut loose footloose Kick off your Sunday shoes Oo wee Marie shake it shake it for me Whoa Milo come on come on let's go Lose your blues everybody cut footloose Yeah ooooh oh oh Cut footloose Yeah ooooh oh oh Cut footloose Yeah ooooh oh oh Cut footloose Oooooooooh First You've got to turn me around Second And put your feet on the ground Third Now take the hold of all I'm turning it loose footloose Kick off your Sunday shoes Please Louise pull me off of my knees Jack get back come on before we crack Lose your blues everybody cut footloose Footloose footloose Kick off your Sunday shoes Please Louise pull me off of my knees Jack get back come on before we crack Lose your blues everybody cut everybody cut Everybody cut everybody cut Everybody cut everybody cut Everybody everybody cut footloose,639,1398,0.5429184549356223
24,25,Phil Collins,Against All Odds (Take A Look At Me Now),Pop,1984,1980's,Early 80's,How can I just let you walk away just let you leave without a trace When I stand here taking every breath with you ooh You're the only one who really knew me at all How can you just walk away from me When all I can do is watch you leave Cause we've shared the laughter and the pain and even shared the tears You're the only one who really knew me at all So take a look at me now oh there's just an empty space And there's nothing left here to remind me Just the memory of your face Ooh take a look at me now well there's just an empty space And you coming back to me is against the odds and that's what I've got to face I wish I could just make you turn around Turn around and see me cry There's so much I need to say to you So many reasons why You're the only one who really knew me at all So take a look at me now well there's just an empty space And there's nothing left here to remind me just the memory of your face Now take a look at me now cause there's just an empty space But to wait for you is all I can do and that's what I've got to face Take a good look at me now cause I'll still be standing here And you coming back to me is against all odds It's the chance I've gotta take Take a look at me now,558,1210,0.5388429752066116
25,26,Wham,Careless Whisper,Pop,1985,1980's,Late 80's,I feel so unsure As I take your hand And lead you to the dance floor As the music dies Something in your eyes Calls to mind a silver screen And all its sad goodbyes I'm never gonna dance again Guilty feet have got no rhythm Though it's easy to pretend I know you're not a fool I should've known better than to cheat a friend And waste the chance that I've been given So I'm never gonna dance again The way I danced with you Time can never mend The careless whispers of a good friend To the heart and mind Ignorance is kind There's no comfort in the truth Pain is all you'll find I'm never gonna dance again Guilty feet have got no rhythm Though it's easy to pretend I know you're not a fool I should've known better than to cheat a friend And waste the chance that I've been given So I'm never gonna dance again The way I danced with you Tonight the music seems so loud I wish that we could lose this crowd Maybe it's better this way We'd hurt each other with the things we want to say We could have been so good together We could have lived this dance forever But now who's gonna dance with me Please stay I'm never gonna dance again Guilty feet have got no rhythm Though it's easy to pretend I know you're not a fool I should've known better than to cheat a friend And waste the chance that I've been given So I'm never gonna dance again The way I danced with you Now that you're gone Now that you're gone Now that you're gone Was what I did so wrong So wrong that you had to leave me alone?,692,1493,0.5365036838580041
26,27,Madonna,Like A Virgin,Pop,1985,1980's,Late 80's,I made it through the wilderness Somehow I made it through Didn't know how lost I was Until I found you I was beat incomplete I'd been had I was sad and blue But you made me feel Yeah you made me feel Shiny and new Like a virgin Touched for the very first time Like a virgin When your heart beats Next to mine Gonna give you all my love boy My fear is fading fast Been saving it all for you 'Cause only love can last You're so fine and you're mine Make me strong yeah you make me bold Oh your love thawed out Yeah your love thawed out What was scared and cold Like a virgin hey Touched for the very first time Like a virgin With your heartbeat Next to mine Whoa oh oh oh Whoa oh oh oh ah Whoa oh oh oh You're so fine and you're mine I'll be yours 'til the end of time 'Cause you made me feel Yeah you made me feel I've nothing to hide Like a virgin hey Touched for the very first time Like a virgin With your heartbeat Next to mine Like a virgin ooh ooh ooh Like a virgin Feels so good inside When you hold me And your heart beats And you love me Oh oh oh oh oh Oh oh oh oh oh oh oh Ooh baby yeah Can't you hear my heart beat For the very first time?,542,1150,0.528695652173913
27,28,Wham,Wake Me Up Before You Go-Go,Pop,1985,1980's,Late 80's,Jitterbug Jitterbug Jitterbug Jitterbug You put the boom boom into my heart do do You send my soul sky high when your lovin' starts Jitterbug into my brain yeah yeah Goes a bang bang bang 'til my feet do the same But something's bugging you Something ain't right My best friend told me what you did last night Left me sleepin' in my bed I was dreaming but I should have been with you instead Wake me up before you go go Don't leave me hanging on like a yo yo Wake me up before you go go I don't want to miss it when you hit that high Wake me up before you go go 'Cause I'm not planning on going solo Wake me up before you go go ah Take me dancing tonight I wanna hit that high yeah yeah You take the grey skies out of my way do do You make the sun shine brighter than Doris Day Turned a bright spark into a flame yeah yeah My beats per minute never been the same 'Cause you're my lady I'm your fool It makes me crazy when you act so cruel Come on baby let's not fight We'll go dancing everything will be all right Wake me up before you go go Don't leave me hanging on like a yo yo Wake me up before you go go I don't want to miss it when you hit that high Wake me up before you go go 'Cause I'm not planning on going solo Wake me up before you go go ah Take me dancing tonight I wanna hit that high yeah yeah yeah baby Jitterbug Jitterbug Cuddle up baby move in tight We'll go dancing tomorrow night It's cold out there but it's warm in bed They can dance we'll stay home instead yeah yeah Jitterbug Wake me up before you go go Don't leave me hanging on like a yo yo Wake me up before you go go I don't want to miss it when you hit that high Wake me up before you go go 'Cause I'm not plannin' on going solo Wake me up before you go go ah Take me dancing tonight Wake me up before you go go don't you dare to leave me hanging on like a Yo yo Take me dancing Boom boom boom boom Boom boom boom boom,797,1897,0.5798629414865577
28,29,Foreigner,I Want To Know What Love Is,Rock,1985,1980's,Late 80's,I gotta take a little time A little time to think things over I better read between the lines In case I need it when I'm older Now this mountain I must climb Feels like a world upon my shoulders Through the clouds I see love shine It keeps me warm as life grows colder In my life there's been heartache and pain I don't know if I can face it again Can't stop now I've traveled so far To change this lonely life I wanna know what love is I want you to show me I wanna feel what love is I know you can show me I'm gonna take a little time A little time to look around me I've got nowhere left to hide It looks like love has finally found me In my life there's been heartache and pain I don't know if I can face it again I can't stop now I've traveled so far To change this lonely life I wanna know what love is I want you to show me I wanna feel what love is I know you can show me I wanna know what love is I want you to show me And I wanna feel I want to feel what love is And I know I know you can show me Let's talk about love I wanna know what love is the love that you feel inside I want you to show me and I'm feeling so much love I wanna feel what love is no you just cannot hide I know you can show me yeah I wanna know what love is let's talk about love I want you to show me I wanna feel it too I wanna feel what love is I want to feel it too And I know and I know I know you can show me Show me love is real yeah I wanna know what love is,610,1448,0.5787292817679558
29,30,Chaka Khan,I Feel For You,R&B,1985,1980's,Late 80's,Chaka Chaka Chaka Chaka Khan Chaka Khan Chaka Khan Chaka Khan Chaka Khan Let me rock you Let me rock you Chaka Khan Let me rock you That's all I wanna do Chaka Khan Let me rock you Let me rock you Chaka Khan Let me rock you 'Cause I feel for you Chaka Khan Won't you tell me What you wanna do Do you feel for me The way I feel for you Chaka Khan Let me tell you what I wanna do I wanna love you Wanna hug you Wanna squeeze you too Let me take you in my arms Let me fill you with my charms Chaka 'Cause you know that I'm the one To keep you warm Chaka I'll make it more than just a physical dream I wanna rock you Chaka baby 'Cuz you make me wanna scream Let me rock you Rock you Baby baby when I look at you I get a warm feelin' inside There's something 'bout the things you do That keeps me satisfied I wouldn't lie to you baby It's mainly a physical thing This feeling that I got for you baby Makes me wanna sing I feel for you I think I love you I feel for you I think I love you Chaka Khan Let me rock you Let me rock you Chaka Khan Let me rock you That's all I wanna do Chaka Khan let me rock you Let me rock you Chaka Khan Let me rock you 'Cause I feel for you Feel for you Baby baby when I lay with you There's no place I'd rather be Can't believe can't believe it's true The things that you do to me I wouldn't lie to you baby I'm physically attracted to you This feeling that I got for you baby There's nothing that I wouldn't do I feel for you I think I love you I feel for you I think I love you I feel for you I think I love you I feel for you II I think I love you Chaka Khan Let me rock you Let me rock you Chaka Khan Let me rock you That's all I wanna do Chaka Khan Let me rock you Let me rock you Chaka Khan Let me rock you 'Cause I feel for you Chaka Khan Feel for you I feel it too Feel for you I I feel for you Feel for you I feel for you 'Cause I love you,677,1875,0.6389333333333334
30,31,Dionne and Friends,That's What Friends Are For,Pop,1986,1980's,Late 80's,And I never thought I'd feel this way And as far as I'm concerned I'm glad I got the chance to say That I do believe I love you And if I should ever go away Well then close your eyes and try To feel the way we do today And then if you can remember Keep smiling keep shining Knowing you can always count on me for sure That's what friends are for For good times and bad times I'll be on your side forever more That's what friends are for Well you came and opened me And now there's so much more I see And so by the way I thank you Oh and then for the times when we're apart Well then close your eyes and know The words are coming from my heart And then if you can remember Keep smiling and keep shining Knowing you can always count on me for sure That's what friends are for In good times and bad times I'll be on your side forever more That's what friends are for Keep smiling keep shining Knowing you can always count on me for sure That's what friends are for For good times and bad times I'll be on your side forever more That's what friends are for Keep smiling keep shining Knowing you can always count on me for sure 'Cause I tell you that's what friends are for,525,1168,0.550513698630137
31,32,Lionel Richie,"Say You, Say Me",Pop,1986,1980's,Late 80's,Say you say me Say it for always that's the way it should be Say you say me Say it together naturally I had a dream I had an awesome dream People in the park Playing games in the dark And what they played Was a masquerade And from behind the walls of doubt A voice was crying out As we go down Life's lonesome highway Seems the hardest thing to do Is to find a friend or two That helping hand Someone who understands That when you feel you lost your way You've got someone there to say I'll show you [Chorus] So you think you know the answers oh no Well the whole world's got you dancing That's right I'm telling you It's time to start believing oh yes Believing who you are you are a shining star Say it together naturally,400,723,0.4467496542185339
32,33,Klymaxx,I Miss You,R&B,1986,1980's,Late 80's,Thought I heard your voice yesterday Then I turned around to say that I loved you Then I realized That it was just my mind Playing tricks on me It seems colder lately at night And I try to sleep with the lights on Every time the phone rings I pray to God it's you I just can't believe just can't believe That we're through I miss you I miss you There's no other way to say it And I And I can't deny it I miss you I miss you It's so easy to see I miss you and me Is it done and over this time? Can we ever change our minds? But it's our first love All the feelings that we used to share I refuse to believe that you don't care I miss you I miss you There's no other way to say it And I and I can't deny it I miss you I miss you It's so easy to see I miss you and me I've got to gather my senses together Gather I've been through worse kinds of weather If it's over now over now Be strong be strong I can't believe that you're gone I've got to carry on I miss you I miss you It's driving me crazy I don't want to live without you I miss you I miss you,502,1049,0.5214489990467112
33,34,Patti Labelle and Michael McDonald,On My Own,R&B,1986,1980's,Late 80's,So many times Said it was forever Said our love would always be true Something in my heart always knew I'd be lying here beside you On my own On my own On my own So many promises never should be spoken Now I know what loving you cost Now we're up to talking divorce And we weren't even married On my own Once again now One more time By myself No one said it was easy But it once was so easy Well I believed in love Now here I stand I wonder why I'm on my own Why did it end this way On my own This wasn't how it was supposed to be On my own I wish that we could do it all again So many times I know I should have told you Losing you it cut like a knife You walked out and there went my life I don't want to live without you On my own On my own On my own [Chorus Repeat] This wasn't how it was supposed to end I wish that we could do it all again I never dreamed I'd spend one night alone On my own I've got to find where I belong again I've got to learn how to be strong again I never dreamed I'd spend one night alone By myself by myself I've got to find out what was mine again My heart is saying that it's my time again And I have faith that I will shine again I have faith in me On my own On my own On my own,583,1212,0.518976897689769
34,35,Mr Mister,Broken Wings,Rock,1986,1980's,Late 80's,Baby don't understand Why we can't just hold on to each others' hands This time might be the last I fear Unless I make it all too clear I need you so ohh Take these broken wings And learn to fly again Learn to live so free When we hear the voices sing The book of love will open up and let us in Take these broken wings Baby I think tonight We can take what was wrong and make it right mmm Baby it's all I know That you're half of the flesh And blood that makes me whole I need you so So take these broken wings And learn to fly again Learn to live so free And when we hear the voices sing The book of love will open up and let us in Take these broken wings You've got to learn to fly Learn to live and love so free And when we hear the voices sing The book of love will open up and let us in yeah yeah Let us in Let us in Baby it's all I know That you're half of the flesh And blood that makes me whole Yeah yeah yeah yeah yeah So take these broken wings And learn to fly again Learn to live so free And when we hear the voices sing The book of love will open up and let us in Take these broken wings You've got to learn to fly Learn to live and love so free And when we hear the voices sing The book of love will open up for us and let us in yeah yeah Yeah yeah Ooh,558,1267,0.5595895816890292
